#name: M.aeruginosa, PaxDB integrated dataset
#score: 2.3
#weight: 
#description: integrated dataset: weighted average of 'PCC7055, Alexova, MCP,2011' (weighting 100%),'HUB5-3, Alexova, MCP,2011' (weighting 100%), 'UWOCCCBS, Alexova, MCP,2011' (weighting 100%), 'PCC7806, Alexova, MCP,2011' (weighting 100%), 'UWOCCMRD, Alexova, MCP,2011' (weighting 100%),'UWOCCMRC, Alexova, MCP,2011' (weighting 100%)<br/><b>Interaction consistency score</b>: 2.3&nbsp<b>Coverage</b>: 79%
#organ: WHOLE_ORGANISM
#integrated: true
#
#internal_id	string_external_id	abundance
#
4408400	449447.MAE_00020	21.5630069957134
4408402	449447.MAE_00040	13.6380812981981
4408405	449447.MAE_00070	19.7832911829046
4408406	449447.MAE_00080	27.249584766066
4408408	449447.MAE_00100	10.4132738042799
4408410	449447.MAE_00120	13.3800072769966
4408415	449447.MAE_00170	28.9219970536485
4408416	449447.MAE_00180	30.5268131698136
4408417	449447.MAE_00190	27.8986827152695
4408418	449447.MAE_00200	19.2213356982014
4408419	449447.MAE_00210	553.853292530453
4408421	449447.MAE_00230	11.0086505456411
4408423	449447.MAE_00250	8.57754917696369
4408426	449447.MAE_00280	11.0548371174517
4408427	449447.MAE_00290	51.0876838615655
4408429	449447.MAE_00310	2.26399140753411
4408430	449447.MAE_00320	100.405728160903
4408431	449447.MAE_00330	82.583366873941
4408433	449447.MAE_00350	12.2531381367866
4408450	449447.MAE_00360	14.4301793122573
4408435	449447.MAE_00370	2.99659929526349
4414600	449447.MAE_00400	0.843687217578494
4408441	449447.MAE_00430	41.6381520784027
4408442	449447.MAE_00440	6.31246049998019
4408443	449447.MAE_00450	127.421062345111
4408445	449447.MAE_00470	75.0889723850841
4408446	449447.MAE_00480	30.6749640220468
4408448	449447.MAE_00500	3.1236921459466
4408452	449447.MAE_00540	2.92266674270592
4408453	449447.MAE_00550	13.6252932952698
4414324	449447.MAE_00560	1.07691451249362
4411813	449447.MAE_00570	6.6726833172374
4408457	449447.MAE_00590	169.227249663654
4409467	449447.MAE_00630	0.820526217459476
4408462	449447.MAE_00640	4063.07834393809
4408463	449447.MAE_00650	76.6571492510944
4408464	449447.MAE_00660	43.4766350586994
4408467	449447.MAE_00690	77.1425460461727
4408468	449447.MAE_00700	148.481238826861
4408469	449447.MAE_00710	205.990139218058
4414377	449447.MAE_00740	0.490549757989048
4408473	449447.MAE_00750	23.2252817843669
4408479	449447.MAE_00810	8.05990102082471
4408480	449447.MAE_00820	16.5137119796149
4408486	449447.MAE_00880	34.9953805830393
4408490	449447.MAE_00920	7114.28987072157
4408491	449447.MAE_00930	3411.50212872352
4408492	449447.MAE_00940	976.155209394433
4408493	449447.MAE_00950	14.7506343678962
4408495	449447.MAE_00970	1.80139452778553
4408497	449447.MAE_00990	12.5754900770327
4408498	449447.MAE_01000	7.25104166358383
4414452	449447.MAE_01010	3.8540077726453
4414247	449447.MAE_01030	4.77489292451933
4408503	449447.MAE_01050	3.10524199562817
4408504	449447.MAE_01060	49.3685059864209
4411254	449447.MAE_01070	18.6612605646593
4408506	449447.MAE_01080	25.8857774037555
4408507	449447.MAE_01090	31.4801784576972
4408512	449447.MAE_01140	28.3873185184552
4408518	449447.MAE_01200	13.6504265731702
4408519	449447.MAE_01210	71.4242062908685
4408522	449447.MAE_01240	361.445983305554
4408523	449447.MAE_01250	20.2389139487625
4412900	449447.MAE_01270	11.3447499906895
4408526	449447.MAE_01280	9.15825836699258
4408527	449447.MAE_01290	16.8970550969006
4408528	449447.MAE_01300	12.6071227605833
